Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
"Vempati Chinna Satyam ( October 15 , 1929 -- July 29 , 2012 ) was an Indian dancer and a guru of the Kuchipudi dance form .","Vempati Chinna Satyam, an Indian dance guru and guru of the Kuchipudi dance form, was born in 1929 and lived in New Delhi from 1931 to 1972.","Vempati Chinna Satyam, an Indian renowned for his Kuchipudi and guru forms, was born in 1929 and died on 27 September 2012.","Vempati Chinna Satyam, an Indian Kuchipudi guru, was born in 1929 and lived in New Delhi from 1931 to 1932.","Vempati Chinna Satyam, an Indian Kuchipudi guru, was born in 1929 and lived in New Delhi from 1947 to 1972.","Hindu dancer and guru of Kuchipudi (Chinta chawda), Vempati Chinna Satyam, is an Indian classical dance form known as Vedanta.","Hindu dancer and guru of Kuchipudi dance form, Vempati Chinna Satyam (October 15, 1929 - July 29 ), 2012) was an Indian dance adolescent.",Hindu dancer and guru known as Vempati Chinna Satyam (18th October 1929 - July 29th 2012) was an Indian dance artiste and practitioner of the Kuchipudi dance form.
Lee Hi is a South Korean singer under YG Entertainment .,"Lee Hi, a South Korean singer, is a member of YG Entertainment and is part of the South Korean version of YG Music.","YG Entertainment has incinerated Lee Hi, a South Korean singer, as presently pursuing Xung Woon.","YH Entertainment has enlisted Lee Hi, a South Korean female pop star, to become their under-current songwriter and frontman.","A South Korean-born YG Entertainment product, Lee Hi is a South Vietnamese-based Korean born and raised in Seoul.","Lee Hi sings for YG Entertainment, a South Korean company.",Song-Joe Hi is a singer from South Korea who is working with YG Entertainment and is known for her singing talent.,Song-Joe Hi is a singer from South Korea who is working with YG Entertainment and is known for her singing talent.
"Variants of this method produce good numerical approximations for the many exponents when critical terms are included , in both two and three dimensions .","When critical terms are added to two and three dimensions, variations of this method give good numerical approximations for the many exponents.","When critical terms are added to two and three dimensions, variations of this method give good numerical approximations for the many exponents in this technique.","When critical terms are added to two and three dimensions, variations of this method give good numerical approximations for the many exponents in this technique.","When critical terms are added to two and three dimensions, variations of this method give good numerical approximations for the many exponents in this technique.",Liberal based diversions of this technique generate sound numerical approximations for numerous exponents when significant terms are added in two and three dimensions.,"Integrating key terms from two and three dimensions, variables of this method yield accurate numerical approximations for all exponents.","Integral equations filled completely in ten key terms, in both two and three dimensions, produce numerical approximations that are good for each of the many exponents produced by variations of this method."
"The lid was only removed by privileged viewers , so these scenes might have been more intimate .","The lid was lifted by only certain viewers, indicating that these scenes may have been more personal.","The lid was only lifted by select viewers, indicating that these scenes may have been more personal.","These scenes may have been more personal, as the lid was only lifted by privileged viewers.","These scenes may have been more personal, as the lid was only lifted by privileged viewers.","VIP viewers were the only ones who lifted the lid, indicating that these scenes could have been more personal.","VIP viewers wore the glasses on themselves, leading to speculation that these scenes may have been intimate.","VIP viewers wore the glasses on themselves, leading people to lift the lid on these scenes, which could have been more intimate."
It serves Chandimandir Cantonment area of Panchkula city .,It is used to serve Chandimandir Cantonment area of Panchkula city.,It is used to serve Chandimandir Cantonment area of Panchkula city.,It is used to serve Chandimandir Cantonment area of Panchkula city.,It is used to serve Chandimandir Cantonment area of Panchkula city.,Chandimandir Cantonment area of Panchkula city is served by it.,Chandimandir Cantonment area inside city suburb of Panchkula city is served by it.,Chandimandir Cantonment area inside city suburb of Panchkula residents.
"Slough High School was a girls selective grammar school in Slough , Buckinghamshire , now Berkshire .","Slough High School, a grammar school for girls, was located in Slough, Buckinghamshire, now Berkshire.","Slough High School, a grammar school for girls, was situated in Sloough, Buckinghamshire, now Berkshire.","Slough High School, a grammar school for girls, was situated in Sloough, Buckinghamshire, which is now part of Berkshire.","In the early 1900s, Slough High School was a grammar school for the less privileged girls in Buckinghamshire, now known as Berkshire.","Buckinghamshire - now Berkshire -- as Slough High School, a girls selective grammar school in Sloough.","Girls based high school Slough High School was a girls rated grammar school in Sloough, Buckinghamshire, now Berkshire.","Girls based high school Slough High School was a girls rated grammar school in Sloough, Buckinghamshire, now Berkshire."
"Eugene D. Engley was born on 5 April 1851 in Attleborough , Massachusetts , as the son of James Henry Engley and his wife , former Mary Kaley .","Eugene D. Engley was born on 5 April 1851 in Attleborough, Massachusetts, as the son of James Henry Engley and his wife, former Mary Kaley.","Eugene D. Engley was born to James Henry Engle and his wife, former Mary Kaley, as the offspring of their son, EugenE, on 5 April 1851 in Attleborough, Massachusetts.","In Attleborough, Massachusetts, on 5 April 1851, Eugene D. Engley was born, the son of James Henry Engle and his wife, former Mary Kaley.","In Attleborough, Massachusetts, on 5 April 1851, Eugene D. Engley was born, the offspring of James Henry Engle and his wife, former Mary Kaley.","Eugene D. Engley hailing from Attleborough, Massachusetts was born on 5 April 1851 in Addington, New Hampshire, the son of James Henry Engle and his wife – former Mary Kaley.","Eugene D. Engley hailing from Attleborough, Massachusetts, was born on April 5, 1851, as the son of James Henry Engle and his wife, former Mary Kaley.","Eugene D. Engley hailing from Attleborough, Massachusetts, born alive on 5 April 1851 to James Henry Engle and his wife - former Mary Kaley – was born in Addington, New York City, on April 25, 1854."
"Maritsa Lazari was born in Cyprus in October 1943 and emigrated with her family at the age of 16 to London , England .","Maritsa Lazari was born in Cyprus in October 1943 and moved with her family to London, England at the age of 16, having been born in Cyprus.","Maritsa Lazari was born in Cyprus in October 1943 and moved with her family to London, England at the age of 16, having been born there in 1943.","In October 1943, Maritsa Lazari was born in Cyprus but later moved to London, England with her family at the age of 16, after which she and her parents took a child.","In October 1943, Maritsa Lazari was born in Cyprus but later moved to London, England with her family at the age of 16, after which she and her mother moved back to Cyprus.","Maritsa Lazari hailing from Cyprus was born in October 1943 and moved with her family to London, England at the age of 16, having been born on the island in 1943.","Maritsa Lazari hailing from Cyprus, married in 1943, relocated to London, England with her family at the age of 16, and was born in Cyprus in October 1943.","Maritsa Lazari hailing from Cyprus, married in 1943, relocated to London, England with her family at the age of 16, and was born in Cyprus in October 1943."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi performing Rihanna 's `` Rude Boy '' .","Anni Rossi's rendition of Rihanna's Rude Boy by Anni Rossi was first broadcast on MTV Hive on March 5, 2011. A link to stream was posted on the MTV Hive website.","MTV Hive provided a link for Streaming of Anni Rossi's performance of Rihanna'  Rude Boy '' on March 5, 2011 on their website.","Mt. Hive provided a link to Anni Rossi's rendition of Rihanna' and Rizanna 'Rude Boy' on March 5, 2011.","Mt. Hive provided a link to Anni Rossi's rendition of Rihanna' and Riddle', and subsequently aired emchangin Riga'.","Anni Rossi performing Rihanna's  Rude Boy '' with Anne Rossis aired on MTV Hive on March 5, 2011 - watch a streaming link for on the MTN website.","Anni Rossi performing Rihanna's  Rude Boy '' with Anne Rossis aired on MTV Hive on March 5, 2011 - watch a streaming link for on the MTN website.","Anni Rossi performing Rihanna's  Rude Boy '' with Anne Rossis aired on MTV Hive on March 5, 2011 - watch a streaming link here."
"The Machpelah Cemetery , also spelled as '' Macpelah Cemetery `` or '' Macphelah Cemetery `` , is a graveyard in Hudson County , New Jersey .","Machpelah Cemetery, also known as ""Macpelah Cemetery"" or ""Macphelah Cemetery"" in Hudson County, New Jersey, is a cemetery located in the county of New Jersey.","In New Jersey's Hudson County, there is a cemetery called Machpelah Cemetery or Macpeloh Cider Cemetery, also known as Macphelah I or ""Macpelachachogue"" Cigar Co. Machtelahian Cemetery means ""crematorium"" in Welsh, and it is also referred to as ""macpelathian"" or cyphathian"".","In New Jersey's Hudson County, there is a cemetery called Machpelah Cemetery or Macpeloh Cider Cemetery, also known as Macphelah I or ""Macpelachachogue"" Cigar Co. Machtelahian Cemetery means ""crematorium"" in Welsh, and it is also referred to as ""macpelathian"" or cyphathian"".","In New Jersey's Hudson County, there is a cemetery called Machpelah Cemetery or Macpeloh Cider Cemetery, also known as Macphelah I or ""Macpelachachogue"" Cigar Co. Machtelahian Cemetery means ""crematorium"" in Welsh, and it is also referred to as ""macpelathian"" or cyphathian"".","Macpelah Cemetery - Macphelah Ciders (Macpeltaj Cemetery in NJ) – is a cemetery located in Hudson County, New Jersey.","Macpelah Cemetery outside Philadelphia (USA)  ''Macpelachachanna"" - Macphelah Commune is a cemetery located in Hudson County, New Jersey.","Macpelah Cemetery outside Philadelphia (USA)  ''Macpelachachanna"" - Macphelah Commune is a cemetery located in Hudson County, New Jersey."
The song was written and composed by Gala by Filippo Andrea Carmeni and Maurizio Molella produced .,"Gala wrote and composed the song, which was produced by Filippo Andrea Carmeni and Maurizio Molella.","The composition and writing of the song were by Gala, with the direction and direction of Filippo Andrea Carmeni and the production of Maurizio Molella.","The composition and writing of the song were by Gala, with the direction and direction of Filippo Andrea Carmeni and the production of Maurizio Molella.","The composition and writing of the track was done by Gala, with the direction of Filippo Andrea Carmeni and the production of Maurizio Molella.","Songwriting and composition by Gala, the song was produced by Filippo Andrea Carmeni and Maurizio Molella.","Songwriting and composition by Gala, featuring lyrics by Filippo Andrea Carmeni and Maurizio Molella, the song was produced by Fabietro Agostini.","Songwriting and composition by Gala, featuring lyrics by Filippo Andrea Carmeni and Maurizio Molella, produced by."
"According to Prior , Robert Goldsmith the grandfather of the poet , playwright and novelist Oliver Goldsmith was the first of the family to settle at Ballyoughter .","Prior stated that Robert Goldsmith, the grandfather of Oliver Goldsmith, was the first of the family to settle at Ballyoughter, where he spent time in rural Scotland.","Prior stated that Robert Goldsmith, the grandfather of Oliver Goldschmid, was the first of the family to establish himself at Ballyoughter, where he spent time in rural Scotland.","Prior stated that Robert Goldsmith, the grandfather of Oliver Goldschmid, was the first of the family to establish himself at Ballyoughter, where he spent time in rural Scotland.","Prior stated that Robert Goldsmith, the grandfather of Oliver Goldschmid, was the first of the family to establish himself at Ballyoughter, where he spent time in rural Scotland.","Ballyoughter resident Robert Goldsmith, the grandfather of Oliver Goldschmid, was the first member of Prior's family to settle here, according to Prior.","Ballyoughter resident Robert Goldsmith, grandfather of Oliver Golds - poet, playwright and novelist – was the first member of Prior's family to settle here, as stated by Prior.","Ballyoughter served Byron Goldsmith alumnus Robert Goldsay, the grandfather of Oliver Gold Smith, who lived with them for 25 years before he moved here."
Omitting the engines and their fuel would reduce complexity and increase payload .,"Eliminating the engines and fuel, which include both the cylinders and rotor and rotor, would simplify the process and result in a higher payload.","Removing the engines and their fuel would reduce complexity and increase payload, as removing the components and reducing complexity.","Removing the engines and their fuel would reduce complexity and increase payload, as removing the components and reducing complexity.","Removing the engines and their fuel would reduce complexity and increase payload, while reducing complexity.",Eliminating all engines and fuel would decrease complexity and boost payload.,Eliminating all engines - if you do 'em e n t urinate & fcn- would simplify the process lowering complexity a payload would be increased allowing the pay load to increase.,Elimination aka super speed / laying down of all engines and their fuel would result in a reduction in complexity and increase payload.
"According to Tobe and Gunnar Hansen , the reason why he wore a mask was that the mask really determined his personality .",Tobe and Gunnar Hansen argue that the reason he wore a mask was because it was the defining feature of his character.,Tobe and Gunnar Hansen have suggested that the reason he wore a mask was because it was essentially the defining characteristic of his personality.,Tobe and Gunnar Hansen have suggested that the reason he wore a mask was because it was essentially the defining characteristic of his personality.,Tobe and Gunnar Hansen have suggested that the reason he wore a mask was because it was essentially the defining characteristic of his personality.,"Using audio books based on interviews with Richard Saltz, director of the Swedish Film School's Tobe and Gunnar Hansen project, the author explains that the reason he wore a mask was because it shaped his character.","Accordion writers Tom Tobe and Gunnar Hansen argue that the man wore a mask because it was the only thing that defined him, as it really defined his personality.",Accordion writers Tom Selleck and Gunnar Hansen argue that the man wore a mask because it played  incredibly well in revealing his true self.
"The private Claiborne Academy is located in Haynesville , near the Parish Claiborne .","Haynesville, near the Parish Claiborne, is where the private Claiborne Academy is situated, and it is also located in close proximity to the Parish Claiborne.","In Haynesville, near the Parish Claiborne, is where the private Claimborne Academy is situated, and it is also located in the parish of Claribea.","In Haynesville, near the Parish Claiborne, is where the private Claimborne Academy is situated, and it is also located in the parish of the Claridge.","In Haynesville, near the Parish Claiborne, is where the private Claimborne Academy is situated, and it is also located in the parish of the Claridge.","Claiborne Academy runs a private school and is situated in Haynesville, near the Parish Claitborne.","Claiborne Academy runs a private school and is located in Haynesville, near the Parish Claitborne.","Claiborne Academy runs a private school in Haynesville, near the Parish Claitborne."
"The NVIDIA TITAN V was officially announced by Nvidia on December 7 , 2017 .","Nvidia made the official announcement on December 7, 2017 that the NVIDIA TITAN V would be available on the NVIDIA market.","Nvidia unveiled the NVIDIA TITAN V on December 7, 2017 when it was officially unpacked on November 2, 2017, alongside other high-end GPUs.","Nvidia unveiled the NVIDIA TITAN V on December 7, 2017 when it was officially unveiled.","Nvidia unveiled the NVIDIA TITAN V on December 7, 2017 when it was officially unveiled.","Nidia announced officially on December 7, 2017 that the NVIDIA TITAN V would be available on the platform, announcing it as Nvidia endorsed version 6.0 on November 20th.","Discless demo version 1.0.1.0.11 - Nvidia announced on December 7, 2017 that the NVIDIA TITAN V would be compatible with the latest graphics cards, the NESTA N64 TiTAN 2.0.2.","Discless demo version 1.0.1.0.1 confirmed the release date of Nvidia's official announcement on December 7, 2017 - NVIDIA TITAN V – the NviDIA Graphics Technology Analyzer."
"He did medical training at the Middlesex Hospital in London , and qualified as a clinical doctor in 1943 .",He received his medical training at the Middlesex Hospital in London and qualified as a clinical doctor in 1943.,He received his medical education at the Middlesex Hospital in London and was appointed as a clinical doctor in 1943.,"At the Middlesex Hospital in London, he received medical education and eventually became a clinical doctor in 1943.","At the Middlesex Hospital in London, he received his medical training and eventually became a clinical doctor in 1943.","Medical school at London's Middlesex Hospital trained him as a clinical doctor, and he officially retired in 1943.",Medical school at London's Middlesex Hospital trained him in medical school - where he graduated as a clinical doctor in 1943.,"Medical school tuition allowed Jeremy completed his training at London's Middlesex Hospital, where he trained as a clinical doctor in 1943."
He performed as a glassmaker and worked with many different bands on different musical instruments .,He worked as a glassmaker and played with a variety of bands on musical instruments while working with a variety of others.,"He worked as a glassmaker and he played with varying bands and instruments, experimenting with various musical instruments.","As a glassmaker, he worked with dozens of groups and specialized in various musical instruments, while also tinkering with glass and glassware.","As a glass-making profession, he worked with various musical ensembles and partnered with specialized groups to work with different instruments.","Glassmaking - a profession based entirely in glassmaking, he worked with bands and played musical instruments with varying degrees.","Glassmaking - a profession full of glass, collaborating with bands and playing instruments, musically he worked with.","Glassmaking - performing & music glassmaking, working with a variety of bands on musical instruments."
Components of mechanical systems store elastic potential energy if they are deformed on the system when applied forces .,"Elastic potential energy can be stored in mechanical systems if it is deformed by applied forces, such as when components are deformed and applied to the system by an applied force.","Should a component of fabricated mechanical systems experience lateral deformation due to applied forces, it can store elastic potential energy, which can be used to drive re-generative energy systems.","Should a component of fabricated mechanical systems experience lateral deformation due to applied forces, it can store elastic potential energy, which can be used to drive re-generative energy systems.","Should a component of fabricated mechanical systems experience lateral deformation due to applied forces, it can store elastic potential energy, which can be used to drive the system.","Elastic potential energy can be stored in mechanical systems if it is affected by applied forces, resulting in component distortion.",Elastic potential energy can exist anywhere on a system if elastic potentials are freed by applied forces.,"Forces acting outside energize individual armaments within a system, leading to lateral deformation."
"William Llewelyn Williams known as Llewelyn Williams ( 10 March 1867 -- 22 April 1922 ) , was a Welsh journalist , lawyer and radical Liberal Party politician .","William Llewelyn Williams, also known as Llewelyn Williams, was a Welsh journalist, lawyer, and radical Liberal Party politician who was born in Wales on 10 March 1867 to 22 April 1922.","William Llewelyn Williams, also known as LLEWELYN WILL, (born 10 March 1867 to 22 April 1922), was a radical Liberal Party politician, lawyer, and journalist from Wales.","William Llewelyn Williams, also known as LLEWELYN WILL, (born 10 March 1867 to 22 April 1922), was a radical Liberal Party politician, lawyer, and journalist from Wales.","William Llewelyn Williams, also known as LLEWELYN WILL, (born 10 March 1867 to 22 April 1922), was a radical Liberal Party politician, lawyer, and journalist from Wales.","Welsh journalist songwriter and lawyer, known as Llewelyn Williams (born 10 March 1867 to 22 April 1922), was a radical Liberal Party politician, lawyer and journalist, born in Wales on 10 April 1868.","Welsh journalist songwriter and lawyer, known as Llewelyn Williams (born 10 March 1867 – 22 April 1922), was a radical Liberal Party politician, lawyer and journalist, born in Wales on 10 April 1868.","Welsh journalist songwriter, lawyer and radical Liberal Party politician Llewelyn Williams (born 10 March 1867 – 22 April 1922), married Welsh citizen Llanellin Wentworth, also known as William Llwewyn Williams, a Welsh born journalist and lawyer."
"Blagoy Ivanov challenged Mehmen for the WSOF Heavyweight Championship at on October 17 , 2015 .","Mehmen was challenged by Blagoy Ivanov for the WSOF Heavyweight Championship against Mehmen on October 17, 2015, with Blagoyy Ivanov leading the fight for the title.","Blagoy Ivanov contested Mehmen for the WSOF Heavyweight Championship against Meida Benghazi on October 17, 2015, with Blagoni Ivanovic as the main contender.","Blagoy Ivanov and Mehmen were pitted against each other for the WSOF Heavyweight Championship on October 17, 2015 at the O2 Arena in Munich.","Blagoy Ivanov and Mehmen were pitted against each other for the WSOF Heavyweight Championship on October 17, 2015 at the O2 Arena in Munich.","Mehmen battled Megmen for the WSOF Heavyweight Championship against Blagoy Ivanov on October 17, 2015 at the O2 Arena.","Mehmen battled me online on October 17, 2015, for the WSOF Heavyweight Championship against Blagoyy Ivanov.","Mechmen wrestled off champion Blagoy Ivanov for the WSOF Heavyweight Championship on October 17, 2015 in Moscow, Russia."
"It was established by Richard Creed , built by George Edwards , designed by Collins and Geoffrey of Monmouth .","Richard Creed established it, while George Edwards constructed it, and Collins and Geoffrey of Monmouth collaborated to design it.","It was established by Richard Creed, constructed by George Edwards. Collins and Geoffrey of Monmouth designed it and it was redesigned by Edwardson.","It was established by Richard Creed, constructed by George Edwards. Collins and Geoffrey of Monmouth designed it and it was redesigned by Edwardson.","It was established by Richard Creed, constructed by George Edwards. Collins and Geoffrey of Monmouth designed it and it was redesigned by Edwardson.","Richard Creed designed it onsite, construction was done by George Edwards and design was created by Collins and Geoffrey of Monmouth.","Richard Creed set up Architects, while George Edwards built it, and Collins and Geoffrey of Monmouth collaborated to design it.",Richard Creed set up Architects based on it. Building work completed by George Edwards and designed by Collins and Geoffrey of Monmouth.
"Sacramento is located in ( 38.651254 , -121.259279 ) , between Fair Oaks and Folsom .","Between Fair Oaks and Folsom, Sacramento is situated between (38.651254, -121.259279 ) and Fair Oaks.","Between Fair Oaks and Folsom, between the neighborhoods of Fair and Sacramento, is where Sacramento is located (38.651254, -121.259279 ).","Between Fair Oaks and Folsom, between the neighborhoods of Fair and Sacramento, is where Sacramento is located (38.651254, -121.259279 ).","Between Fair Oaks and Folsom, between the neighborhoods of Fair and Sacramento, is where (38.651254, -121.259279 ) is located.","Sacramento can be found exactly where you're at (38.651254, -121.259279 ) - between Fair Oaks and Folsom.","Sacramento can be found exactly where you're at (38.651254, -121.259279 ) - between Fair Oaks and Folsom.","Sacramento resides on Highway 38.651254, -121.259279. Located between Fair Oaks and Folsom."
"The `` Astrud '' track on Gilberto 's 1987 album , `` Time and Tide '' , is a tribute to Basia Trzetrzelewska .",Gilberto's 1987 album  Time and Tide '' features a track named  Astrud '' which honors Basia Trzetrzelewska on the title track.,"Basia Trzetrzelewska is the inspiration behind the 1987 atypical "" Astrud"" track on Gilberto's album,  Time and Tide '' and the lyrical ""Astrub"" anthem from 87.","A  Astrud '' was a retelling of Basia Trzetrzelewska's oeuvre, accompanied by symphonies of the latter name, on Gilberto' upcoming 1987 album - titled, "" Time and Tide / B Asia Trcettzeleks"" (""Time and Tear"").","A piece of work by Basia Trzetrzelewska, a lyrically indefinitive version of  Astrud, is also included on the 1987 album titled'Time and Tide' by Gilberto, and the title track is reminiscent of the track ""Astrude"" from the album.","Gilberto performs a song called  Time and Tide '' on Gilberta's 1987 album, accompanied by the lyrical verse ""Astrud - Astrudin / Astra"" (""Asteroids"") that honors Basia Trzetrzelewska.","Gilberto performs a song called  Time and Tide '' on Gilberta's 1987 album, accompanied by the lyrical verse ""Astrud - Astrudin / Astra"" (""Asteroids"") that honors Basia Trzetrzelewska.","Musician Basia Trzetrzelewska is immortalized on the track "" Astrud '' on Gilberto  Time and Tide / 1987 album - Time of Tides."
"Clark had a son , Rishi , born on April 3 , 2007 . A Socks and Sandals EP on Microcosm Music was named for him , Rishi Saturn .","Rishi Saturn, who was Clark's son, was born on April 3, 2007 after being born. Rishi was featured on A Socks and Sandals EP on Microcosm Music, which was named after Clark.","Rishi Saturn, who was Clark's son, was born on April 3, 2007 after being born. Risky was later born, and the following year, Clark gave him the moniker Rishu Saturn on Microcosm Music'a Socks and Sandals EP.","Rishi, Clark's only offspring, was born on April 3, 2007 at the birth of Rishu, who was later named Risa Saturn in A Socks and Sandals EP on Microcosm Music.","Rishi, Clark's only offspring, was born on April 3, 2007 at the turn of the yr, and his name was Rishu Saturn, which was later included on A Socks and Sandals EP on Microcosm Music.","Clark fathered Clark's son Rishi, who was born on April 3, 2007. Clark sang the lead song Rizi Saturn for A Socks and Sandals EP on Microcosm Music.","Clark produced a son named Clark, Rishi. Rizza was born on April 3 (2007). A song called Rishu Saturn was produced on Microcosm Music and was named after Clark.","Clark produced a son named Clark, Rishi."
"Melodie Crittenden left the group in 2004 to pursue a solo career , and for most of 2005 Nicol sang with the group .","Melodie Crittenden left the group in 2004 to pursue a solo career, and in 2005 Nicol sang with the group for most of 2005.","In 2004, Melodie Crittenden left the group to pursue a solo career, and in 2005 Nicol sang with the same group for most of 2005.","In 2004, Melodie Crittenden left the group to pursue a solo career, and in 2005 Nicol joined the ensemble as tenth member.","In 2004, Melodie Crittenden left the group to pursue a solo career, and in 2005 Nicol joined the ensemble as tenth member.","Singer Melodie Crittenden departed from the group in 2004 to pursue a solo career, and in 2005 Nicol sang with the same group for most of the year.","Singer Melodie Crittenden departed from the group in 2004 to pursue a solo career, and in 2005 Nicol sang with the band for most of the majority of her career.","Singer Melodie Crittenden walked out of the group in 2004 to pursue a solo career, and in 2005 Nicol sang with the same group for most of 2005."
"In semi-professional football , Scottish teams compete at all levels below the Scottish Premiership , with most teams below the Scottish Championship being semi-professional .","Semi-professional Scottish teams play at all levels below the Scottish Premiership in semi-professional football, with most teams below the Scottish Championship being in semi-professional form.","Most Scottish semi-professional teams below the Scottish Championship are semi professional, and they typically compete at all levels below Scotland's Premiership, with the majority of teams above Scotland below Scottish Premierhip being involved in semi pro football.","Most Scottish semi-professional and other non-shelf tiers below the Scottish Premiership are semi professional, with most of the teams below just the Scotland Championship participating in semi and professional semi football at all levels except for Scotland below Scotland's Premier League level.","Most Scottish semi-professional and other non-shelf tiers below the Scottish Premiership are semi professional, with most of the teams below just the Scotland Championship participating in semi and professional semi football at all levels except for Scotland below Scotland's Premier League level.","Semi-professional football is played by Scottish teams at all levels below the Scottish Premiership, with most teams below this level playing in semi-pro football.","Semi commercial football occurs in Scotland at every level above the Scottish Premiership, with most teams below the Scotland Championship playing semi-professional football.","Skilful semi football occurs in Scotland when teams compete at all levels below the Scottish Premiership, with most teams below this level playing in semi-professional football."
Diboll and Owen of New Orleans were the architects and G. A. Chamblin of Mobile was the contractor .,Diboll and Owen of New Orleans were the architects and G. A. Chamblin of Mobile was the contractor.,Diboll and Owen of New Orleans were the architects and G. A. Chamblin of Mobile was the contractor.,The design was done by Diboll and Owen of New Orleans and G. A. Chamblin of Mobile as the contractor.,The design was done by Diboll and Owen of New Orleans and G. A. Chamblin of Mobile as the contractor.,G. A. Chamblin of Mobile hired G. M. Diboll and Owen of New Orleans to design a new hotel interior in the French Quarter and Gilles Amadeus to construct it.,G. A. Chamblin of Mobile hired Gillian Glock to work on building design projects.,Archiball Architects D.C. Diboll and Owen of New Orleans collaborated with G. A. Chamblin of Mobile to design the buildings.
"In malignant hypertension , these hyperplastic changes are often accompanied by arterial necrosis of the fibrinoid intima and media .","Hyperplastic changes in malignant hypertension, which can cause arterial necrosis of the fibrinoid intima and media, are often accompanied by hyperplastic changes.","Malignant hypertension often results in hyperplastic changes that include arterial necrosis of the fibrinoid intima and media, which are accompanied by hypertensive hypertrophy.","In cases of malignant hypertension, hyperplastic changes that involve arterial necrosis of the fibrinoid intima and media, often accompanied by hypertensive hypertrophy, are often seen alongside these hypervascular changes.","In cases of malignant hypertension, hyperplastic changes that involve arterial necrosis of the fibrinoid intima and media, often accompanied by hypertensive hypertrophy, are often seen alongside these hypervascular changes.","Hyperplastic changes involving arterial necrosis of the fibrinoid intima and media are common in malignant hypertension, along with hyperplastic hypertensive changes of these structures.","Hyperplastic transformations presenting calcification and necrosis of the fibrinoid intima and media of arteries and lungs are common features of malignant hypertension, which are hyperplastic changes that are accompanied by arterial necrotism.","Hypermobile alterations promoting vascular invasions involving the fibrinoid intima and media of the arteries and lungs are common hyperplastic changes in malignant hypertension, accompanied by arterial necrosis of these structures."
The team toured in Australia in 1953 and Asia in August 1959 .,The team's tours included a tour of Australia in 1953 and Asia in August 1959.,The group underwent a tour in Australia in 1953 and Asia in August 1959.,"In 1953, the team toured in Australia, and in August 1959, they travelled to Asia on tour.","In 1953, the team toured in Australia, and in August 1959, they travelled to Asia on tour.",Touring Australia in 1953 and Asia in August 1959 were the team's solo performances.,"Team toured Australia in 1953, followed by Asia in August 1959.","Team toured Australia in 1953, Asia in August 1959."
"This film is about Rafael , a Malayalam singer in the new film industry .","Rafael, a Malayalam singer who is a part of the emerging film industry, is the subject of this film.","This film is about Rafael, a Malayalam singer who is based in the new film industry.","This film is about the Malayalam singer, presently titled Rafael, who is a part of the new film industry.","This film is about the Malayalam-born Ms or Rafael, a new film in the new movie business.","Rafael starring in this film is Malayalam singer, who is a part of the new film industry.",Singer Rafael is a Malayalam singer who is currently working in the film industry.,Singer Rafael is a Malayalam singer who works in the new film industry and is the star of this movie.
"In 1864 , the United Presbyterian Missionary Society of China sent its representatives to Scotland .","The United Presbyterian Missionary Society of China dispatched its representatives to Scotland in 1864, with the aim of establishing a mission in the region.","In 1864, the United Presbyterian Missionary Society of China dispatched its emissaries to Scotland as representatives.","In 1864, the United Presbyterian Missionary Society of China dispatched its emissaries to Scotland as representatives.","In 1864, the United Presbyterian Missionary Society of China dispatched its emissaries to Scotland as representatives.",United Presbyterian Missionary Society of China sent delegates to Scotland in 1864.,United.,United.
The initial vector space formula _ 13 is called `` initial object '' or `` topological structure '' with respect to the given data .,"The formula _ 13 for the initial vector space identifies the data as either a ""primary object"" or a ""topological structure"" when used in the formula _ 13.",The formula _ 13 for the initial vector space identifies either the underlying object or its topological structure with respect to the data.,The formula _ 13 for the initial vector space identifies either the underlying object or its topological structure with respect to the data.,"In terms of the data, the formula _ 13 for the initial vector space identifies the resulting object as either the original object or the topological structure corresponding to the given data.",0 representing  base class '' or % in -1 / -2 - 1/13 _ 1 -> -4 /4 = -5 (4) is the value of the formula cialcial sf => -8 whose data is given by the first vector space formula = 13 and which is called -7. The formula is either a +1/0 topological structure corresponding to the given data and (6) identifies,Based.16?!...................................  _________ ______________ ____________ $_'[_] /_ (_) -> [/_?,Based.16?!...................................  _________ ______________ ____________ $_'[_] /_ (_) -> [/_?
These three maternal dynasties ruled the kingdom of Waalo with the paternal family of the Mbooj .,"The kingdom of Waalo was governed by the Mbooj family, with the Mbooj family, the paternal dynasty, and three maternal dynasties as the ruling power.","The Waalo kingdom was governed by the Mbooj family, with the Paternal dynasty being the governing factor, and there were three maternal dyads residing in the kingdom.","The Waalo kingdom was governed by the Mbooj family, with its paternal dynasty being the patrimonial family.","The Mbooj paternal dynasty and three maternal dyatrics governed the Waalo kingdom, with the Mbouj bringing their patrimonial lineage to the forefathers.","Three mothers dynasties reigned over the Waalo kingdom, with the Mbooj family as its paternal ancestors.","Three mothers dynasties reigned over the kingdom of Waalo, with the Mbooj family as its paternal ancestors.","All five mothers dynasties reigned over the kingdom of Waalo, joining the paternal family of the Mbooj."
