Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
"Guillermo Coria defeated Alberto Martín 6 -- 3 , 3 -- 6 , 6 -- 2","Alberto Martn was defeated by Guillermo Coria in a match 6 -- 3, 3 -- 6, 6 -- 2, while Guillermo Coria won 6 -- 3, 3, 6 -- 6, 2, 6, 2, 6, 3, 6, 2, 6, 3, 6, 2, 3, 3, 3, 6","Guillermo Coria emerged victorious over Alberto Martn with a mixed score of 3-6 -- 3, 3 -- 6. 6 -- 2 - 3 against Albert O. Corrado -- 4 --- 3 + 3 ( 3), 3","Guillermo Coria emerged victorious over Alberto Martn with a mixed score of 3-6 -- 3, 3 -- 6. 6 -- 2 - 3 against Albert O. Corrado -- 4 --- 3 (3) 4,5 (5) 6-4 2 -- 5 (6) (8) Despite the Spanish opposition's efforts, Guilloo Martinez was unable to overcome the strong performance of Guilléno Barbera, who had previously drawn","Guillermo Coria emerged vibrant 6 -- 3, 3 -- 6. 6 "" 2""; Alberto Martn was no match; Guillafo Criado won 6 with a score of 3 + 2 - 3, 4,5 minus 6 and Gualquino Martinez was not able to beat him.","Beat maker Alberto Martn - Guillermo Coria 6 -- 3, 3 -- 6. 6 + 2!","Beat maker Alberto Martn - Guillermo Coria 6 -- 3, 3 -- 6. 6 + 2!","Beat maker Alberto Martn - Guillermo Coria 6 -- 3, 3 -- 6. 6 + 2!"
The Red Bulls lost but made the 1st round of the playoffs .,"Despite their defeat, the Red Bulls managed to advance to the 1st round of the playoffs.","Despite their defeat, the Red Bulls managed to reach the first round of the playoffs and then eventually advance.","Despite their defeat, the Red Bulls managed to reach the first round of the post-elections.","Despite their defeat, the Red Bulls managed to reach the first round of the post-elections.",Red Bulls lost 3-2 but made it to the 1st round of the playoffs.,"Red Bulls lost 3-2, insa insa in the 1st round of playoffs.","Victory was taken by the Red Bulls, who advanced to the 1st round of the playoffs."
12 January 1978 : Cambridge United manager Ron Atkinson is appointed as manager of West Bromwich Albion .,"Ron Atkinson assumes the role of manager at West Bromwich Albion on 12 January 1978, having previously managed Cambridge United.","On January 12, 1978, Ron Atkinson, who had previously managed Cambridge United, is given the responsibility of managing West Bromwich Albion.","On January 12, 1978, Ron Atkinson, who had previously managed Cambridge United, is given the responsibility of managing West Bromwich Albion.","On January 12, 1978, Ron Atkinson, who had previously managed Cambridge United, is given the responsibility of managing West Bromwich Albion.","Ron Atkinson completes his tenure as manager of Cambridge United and is promoted to manager at West Bromwich Albion on January 12, 1978.","Ron Atkinson completes his tenure playing for Cambridge United and is promoted to the manager of West Bromwich Albion on January 12, 1978.","Ron Atkinson completes his tenure playing for Cambridge United and is promoted to the manager of West Bromwich Albion on January 12, 1978."
"In 1979 he had his best year on tour , making a quarter-finals in Atlanta , Johannesburg and Tel Aviv .","His best year on tour was in 1979, when he reached the quarter-finals in Atlanta, Johannesburg, and Tel Aviv, marking his best season on tour.","In 1979, he reached the quarter-finals in Atlanta, Johannesburg, and Tel Aviv, which was his best year on tour, with his performance in the 1979 title match.","In 1979, he reached the quarter-finals in the 1979 US Try Tour, which was his best year on tour, and also a quarter finalist in Atlanta, Johannesburg and Tel Aviv.","In his best-record third-full year on the tour in 1979, he reached the quarter-finals in Atlanta, Johannesburg, and Tel Aviv.","One of World Tour's finest years was achieved in 1979, when he reached the quarter-finals in Atlanta, Johannesburg, and Tel Aviv, making 1979 his best year on tour.","One of World Tour winners 1979, he reached the quarter-finals in Atlanta, Johannesburg and Tel Aviv, marking his best year on the tour.","One hit wonder child prodigy tour in 1979 saw him reach the quarter-finals in Atlanta, Johannesburg and Tel Aviv, his best year on tour."
The next version was created by Robert Fuller 's brother Ron in 1986 .,"Ron Fuller, the brother of Robert Fuller, produced the next version in 1986.","In 1986, Ron Fuller, Robert Fullers' brother, produced the next version.","In 1986, Ron, the brother of Robert Fuller, developed the next version, which was created by him in 1986.","In the year 1986, Ron, the brother of Robert Fuller, developed the next version, which was created by him.","Ron Fuller produced the next version out in 1986, his brother Robert Fullers.","Ron Fuller produced a new creation called the succeeding one in 1986, created by his brother Robert Fullers.","Ron Fuller produced a replica replica last year in 1986, designed by his brother Robert Fullers."
The temple serves as a cultural and religious centre for Korean Hindus and immigrants from the South Asian countries .,"Korean Hindus and South Asian immigrants use the temple as a cultural and religious hub, serving as a hub for Korean Hindus and South Asian immigrants.","Korean Hindus and South Asian immigrants use the temple as a cultural and religious hub, serving as the Korean equivalent of Xi'an, or ""King Kong"".","A cultural and religious center for Korean Hindus and South Asian immigrants, the temple is also a hub for cultural activities.","A cultural and religious center for Korean Hindus and South Asian immigrants, the temple is also a hub for cultural activities.","Korean Hindus visiting the temple together with immigrants from South Asian countries, residing there, make it a sacred and cultural landmark.","Korean Christians living outside South Asia cannot go without worshipping at the temple, which serves as a cultural hub for Korean Hindus and sanctuaries for immigrants from South Asian countries.","Korean Christians living outside South China also eat meat from this temple, allowing them to marry there."
"The clubhouse was built by Curtis , for the then sum of $ 60,000 , and rented it for a large charge to the club .","Curtis commissioned a large sum of $60,000 to construct a clubhouse, which was subsequently rented by the club for a significant fee to the club.","Curtis constructed the clubhouse for around $ 60,000 and leased it to the local club for a significant fee.","Curtis constructed the clubhouse for around a time, for $ 60,000, and leased it to the local club for remuneration.","Curtis constructed the clubhouse for around a time, for $ 60,000, and leased it to the local authorities for remunerating the rented members, paying hefty rent.","Curtis paid $60,000 for constructing a clubhouse, which was rented for large amounts to the club, and created by Curtons.","The clubhouse built by Curtis was built for $60,000 and leased to the club for a high fee.","Club owner Curtis paid $60,000 for constructing a clubhouse, which was rented for large sums to the club, and the building was built for the same price."
"Mitsuhisa Ishikawa and Tomohiko Ishii from Production I.G , Danny Choo , Kaname , and Tasha with Miyuko from Korea were special guests for the event .","Special guests at the event included Mitsuhisa Ishikawa and Tomohiko Ishii from Production I.G, Danny Choo, Kaname and Tasha with Miyuko from Korea.","Guests at the event included Mitsuhisa Ishikawa and Tomohiko Ishii from Production I.G, Danny Choo a resident of Seoul, Kaname based in Japan, and Tasha and Miyuko from Korea.","Among the guests at the event were Mitsuhisa Ishikawa and Tomohiko Ishii from Production I.G, Danny Choo - the host of the show, Kaname's' and Tasha and Miyuko, who accompanied Miyakawa from Japan.","Among the guests at the event were Mitsuhisa Ishikawa and Tomohiko Ishii from Production I.G, Danny Choo - the host of the show, Kaname's' and Tasha and Miyuko, who accompanied Miyakawa from Japan.","Special guests: Big time production executive Mitsuhisa Ishikawa & Tomohiko Ishii from Production I.G - accompanied by Danny Choo 'Bangalow', singer Danny Clan, Kaname __ he and Tasha *** Miyuko from Korea.","Special event entrants featured MITSUHSa Ishikawa - Tomohiko 'Ishii' Production I.G, Danny Choo, Kaname, Tasha & Miyuko from Korea.","Special event entrants featured Miki Uchida - Yoshio from Gangnam, Yoshita from Japan, Mitsuhisa Ishikawa and Tomohiko Ishii from Production I.G, Danny Choo '07 and Kaname __001 and Tasha with Miyuko (Taiwan) from Korea."
Vempati Chinna Satyam ( 15 October 1929 - 29 July 2012 ) was an Indian dancer and guru of the Kuchipudi dance form .,"Vempati Chinna Satyam, a Kuchipudi dance guru, was born in India on 15 October 1929 and lived in India until 29 July 2012.","Vempati Chinna Satyam, a Kuchipudi dance guru, was an Indian who studied dance and became renowned in the late 1700s.","Vempati Chinna Satyam, a Kuchipudi dance guru, was an Indian who studied and taught dance for some time.","Vempati Chinna Satyam, a Kuchipudi dance guru, was an Indian who studied and taught dance for some time.","One of the greatest dancers in India, Vempati Chinna Satyam, was a guru of Kuchipudi dance form.","One dancer known as Vempati Chinna Satyam, a master of the Kuchipudi dance form, lived from 15 October 1929 to 29 July 2012 and was an Indian guru.","One dancer known as Vempati Chinna Satyam (15 October 1929 - 29 July 2012) and known worldwide as a master of the Kuchipudi dance form, was guru of this dance style."
This incident was later celebrated and is now commemorated in Egypt on 25 January of every year as National Police Day .,"The incident was subsequently commemorated and is now observed as National Police Day in Egypt every year on 25 January, which is observed on the same day.",This incident was later commemorated and is now recognized as National Police Day in Egypt on 25 January of every year.,This incident was later commemorated and is now recognized as National Police Day in Egypt on 25 January of every year.,This incident was later commemorated and is now recognized as National Police Day in Egypt on 25 January of every year.,"National Police Day is now celebrated every year on 25 January in Egypt to honor this incident, which was later celebrated.","National Police Celebration is now held in Egypt on 25 January, on a yearly basis, in honor of this incident, which was later celebrated in 1923.","National Police Celebration is now held in Egypt on 25 January, on a yearly basis, in honor of this incident, which was later celebrated in 1969."
Udaipur is a town in the Indian state of Madhya Pradesh near Ganj Basoda .,"Udaipur, a town situated near Ganj Basoda in Madhya Pradesh, is situated in the Indian state of Madhya Pradesh and is also known as Udaipur.","Udaipur, a town situated near Ganj Basod in Madhya Pradesh, is situated in the vicinity of Madiyappa.","In the Indian state of Madhya Pradesh, Udaipur is a town situated near Ganj Basod whose name translates to 'the town'.","In the Indian state of Madhya Pradesh, Udaipur is a town situated near Ganj Basod whose name translates to 'the town'.",Madhubanipur is occupied by Udaipur town near Ganj Basodal in India's Madhya Pradesh state.,"Madhubani purges: Udaipur is a town situated near Ganj Basodal in the Indian state of Madhya Pradesh, located 500 kms from Surat Ganja Dhakshak.","Madhubhubrati is the nameplate town in the Indian state of Madhya Pradesh, standing alone near Udaipur."
"He was then replaced by Heraclius , a first cousin of Nicetas , and was forced to take monastic vows .","He was then replaced by Heraclius, a first cousin of Nicetas, who was obliged to take monastic vows.","Following that, Heraclius, a first cousin of Nicetas, took over and was obliged to take vows of obedience to the monks.","Following that, Heraclius, a first cousin of Nicetas, took over and was obliged to take vows of obedience to the monks.","Following that, Heraclius, a first cousin of Nicetas, took over and was obliged to take vows of obedience to the monks.","He was succeeded first cousin by Heraclius,primary cousin of Nicetas ; He he was compelled to swear death in monastic vows.","Finally Jacques Cartier replaced Heraclius, heir of Nicetas's first cousin He raced first, He was compelled to swear god'' in monastic vows.","Finally Jacques Cartier succeeded him entirely, acted first cousin of Nicetas Heraclius, He was compelled to swear monastic vows, and was succeeded now by Heracelius."
"First , describe the areas with high pollen values instead of the areas with low pollen .",Identify the regions with high pollen concentrations rather than the regions with low pollen concentrations.,"Identify the regions with high or high pollen values, rather than the ones with low pollination.","Identify the regions with high or high pollen values, rather than the ones with low pollination.","Identify the regions with high or high pollen values, rather than the ones with low pollination.",First ill to Describe high pollen percentages compared to low pollination values! 1. All pollinate 100+ places.,First ill to Count All polo areas - High pollen values => High populated areas instead of low pollination areas.,"First ill to Count All Floatisols,Little mollusks,Lemonops.Wilt!Let's only occupy blownallons of pollen be identified.Highly populated areas containing high pollination values are identified first... [/Lind] _________________ _______ %H1_17_%B2C1C2H7.%LG"
"So far Zinovjev 's works have been performed by the Finnish Radio Symphony Orchestra , the Lahti Symphony Orchestra , the Kymi Sinfonietta , the Oulu Symphony Orchestra and the Avanti !","Zinovjev's compositions have been performed by the Finnish Radio Symphony Orchestra, the Lahti Symphony Orchestra, the Kymi Sinfonietta, the Oulu Symphony Orchestra and the Avanti in various locations worldwide!","Zinovjev's compositions have been performed by the Finnish Radio Symphony Orchestra, the Lahti SymphonyOfge, as well as the Kymi Sinfonietta, Oulu Symphony Orgina and the Avanti.","Zinovjev's compositions have been performed by the Finnish Radio Symphony Orchestra, the Lahti Symphony Orphanage, and the Kymi Sinfonietta, Oulu Symphony Organization, or the Avanti.","Zinovjev's compositions have been performed by the Finnish Radio Symphony Orchestra, the Lahti Symphony Orphaned Orchestra and the Kymi Sinfonietta, Oulu Symphony Organization and Avanti.","Symphony Orchestra Finland, Lahti, Kymi Sinfonietta, Oulu Symphony orchestra and Avanti all have performed pieces commissioned by Zinovjev!","Symphony Orchestra in Finland, Lahti Symphony Ordaj, Kymi Sinfonietta  playing their current works, Oulu Symphony ORGANIZI POUND!","Symphony Orchestra in Finland, Lahti, Sinfonietta, Oulu, and Avanti all have performed Zinovjev's compositions!"
"It was designed by Richard Creed , built by Collins and Geoffrey and equipped by George Edwards of Monmouth .","Designed by Richard Creed, constructed by Collins and Geoffrey and fitted by George Edwards of Monmouth, it was.","Designed by Richard Creed, constructed by Collins and Geoffrey and fitted by George Edwards of Monmouth, it was.","Designed by Richard Creed, constructed by Collins and Geoffrey and fitted by George Edwards of Monmouth, it was.","Designed by Richard Creed, constructed by Collins and Geoffrey and fitted by George Edwards of Monmouth, it was.","Engineer Richard Creed designed it, construction was done by Collins and Geoffrey, and George Edwards of Monmouth was given the equipment.","Engineer Richard Creed designed it, construction was done by Collins and Geoffrey, and George Edwards of Monmouth was given the equipment.","Engineer Richard Croed designed it, construction was done by Collins and Geoffrey with George Edwards of Monmouth assembling it."
"McCall and Lesiuk left the band in the summer of 2007 , with McCall being replaced by Steven Tosh on drums and Jamie Macleod took over the bass tasks .","In the summer of 2007, McCall and Lesiuk split up, with McCall being replaced by Steven Tosh on drums and Jamie Macleod taking on the role of bassist.","In the summer of 2007, McCall and Lesiuk split up, with McCalley being replaced by Steven Tosh on drums and Jamie Macleod taking on the role of bassist.","In the summer of 2007, McCall and Lesiuk split up, with McCalley being replaced by Steven Tosh on drums and Jamie Macleod taking on the role of bassist.","In the summer of 2007, McCall and Lesiuk withdrew from the group, with Steven Tosh on drums taking his place and Jamie Macleod taking on the role of bassist.","Steve McCall left the band with Lesiuk in the summer 2007, leaving McCll and Lesiluk to join the group ; Steven Tosh was recruited on drums to replace McCart whereas Jamie Macleod was given the duties of bass in 2007.","Steve McCall left on guitar with Lesiuk and McCll in the summer of 2007, with Steven Tosh on drums and Jamie Macleod on bass taking over the duties after McCart and Leslivuk left.","Steve Bell replaced Steve McCall completing guitar work after leaving McCll & Lesiuk in 2007, with Jamie Macleod taking over the bass duties and Steven Tosh on drums taking up the band's drummer position."
"In 1886 , Miles replaced General George Crook as commander of the armed forces fighting Geronimo , a Chiricahua Apache leader , in the Department of Arizona .","In 1886, Miles took over from General George Crook as commander of the armed forces in the Department of Arizona, where he was fighting Geronimo, a leader of the Chiricahua Apache.","In the Department of Arizona in 1886, Miles took over from General George Crook as commander of the armed forces in a battle against Geronimo, formerly occupying the Chiricahua Apaches, in the District of Columbia.","In the Department of Arizona in 1886, Miles took over from General George Crook as commander of the armed forces in a battle against Geronimo, formerly occupying the Chiricahua Apaches, in the District of Columbia.","In the Department of Arizona in 1886, Miles took over from General George Crook as commander of the armed forces in a battle against Geronimo, formerly occupying the Chiricahua Apaches, in the District of Columbia.","Miles succeeded General George Crook in 1886 when he stepped down from his position as commander of the armed forces and fought against Geronimo, a leader of Chiricahua Apaches, in the Department of Arizona.","Miles succeeded President General George Crook in 1886 when he landed in Arizona fighting Geronimo, a leader of the Chiricahua Apaches, in the Department of Arizona, replacing CroOK as commander of armed forces.","Mile finally succeeded General George Crook in 1886 when he landed in Arizona fighting Geronimo, a leader of the Chiricahua Apaches, in the Department of Arizona, replacing Crouch in command."
"Barshi , is an earth dam on the local river near Pathari Dam , Solapur district in the state of Maharashtra in India .","An earth dam is constructed on the bank of a river close to Pathari Dam in Solapur district of Maharashtra, India, near Barshi, an earth damming station on the local river.","An earth dam is situated on the banks of the river near Pathari Dam in Solapur district of Maharashtra, Mahatma Pradesh, India, where an earth Dam is located, forming an Earth Dam.","An earth dam situated on the nearby riverbed, near the Pathari Dam in the Solapur district of Maharashtra state, India, is known as Barshi, and it is also known by the name of the Barschi dam.","An earth dam situated on the nearby river near Pathari Dam, Solapur district in Maharashtra, India, is known as Barshi, and it is an earthen damming mechanism located in the state of Maharavalli, Mahatma.","Barshi is built over a river near Pathari Dam in Solapur district of Maharashtra state, India, forming an earth dam on the local riverbed.","Barshi building is earth dammed on the river local near the Pathari Dam, in the state of Solapur district of Maharashtra, India, where an earthdam is built on top of the dam.","Barshi building is earth dammed on a river locality near the Pathari Dam, in the state of Solapur district of Maharashtra, India, where an earthen dam is built on the riverbed."
"He married Mary , the daughter of Brooke of Selston , Nottingham , and was succeeded by his eldest son , Richard .","He wed Mary, the daughter of Brooke of Selston, Nottingham, who was the daughter of his father, and was succeeded by his eldest son, Richard.","He wed Mary, the daughter of Brooke of Selston, Nottingham. and was later succeeded by his eldest son – Richard — to whom he remained.","Following his marriage to Mary, the daughter of Brooke of Selston. in Nottingham ; he was succeeded by his eldest son Richard.","Following his marriage to Mary, the daughter of Brooke of Selston. in Nottingham ; he was later succeeded by his eldest son Richard.","He married Mary, the daughter of Brooke of Selston. Nottingham ; his wife was Mary; and he was succeeded by his eldest son Richard.","Marriage took place soon after he married Mary,the daughter of Brooke of Selston. Nottingham ; pictured left - and her husband Richard, survived by his eldest son.","Marriage taken place immediately, with He marrying Mary, the daughter of Brooke of Selston. Nottingham ; He married Mary and was succeeded by his eldest son Richard."
Luk or Loke is the Chinese romanization of several ( but not all ) Cantonese surnames that are romanized as Lu in Mandarin .,"Luk, Loke, and Lok are the Chinese equivalents of various Cantonese last names that are romanized in Mandarin and romanized as Lu, but not all.","Several Cantonese surnames in Mandarin, known as Lu in Chinese, are romanized as Loke or Luk, but not all of them are.","Some Cantonese surnames are also romanized as Lu in Mandarin, but some are romanslated as Loke (Luke, Luk, Loké, and so on).","Some Cantonese surnames that are romanized as Lu in Mandarin are also romanslated as Loke (Luke), Lokbo (Luck), Luk (Litere), and Lokpe (Leukonen).","Many family monitor sons in Cantonese portmantists face racial aliens with Chinese surnames, including Luk or Loke, who are romanized as Lu in Chinese.","Numerous Cantonese first name's are known latino lukr(k) =Luker (), Loke, Luk Xu Ying xu Jin ) & Lok TY yuêê êţê","Numerous Cantonese first name's are known indutally romanslated to be Luk/Loke in Chinese romanization, e.g. Luka/Lucky/Luke/Kobo (Luk, Loke) in English, Luz in Mandarin, etc."
"The correct rotations of the cube , which can be characterized by permutations of the body diagonals , are also described by conjugation in `` S '' .","S '' can be used to describe the conjugation of  S '' and the correct rotations of the cube, which can be characterized by permutations of the body diagonals.","S '' can be used to describe the conjugation of a cube and its correct rotations of the cubed, as well as the permutations of its body diagonals.","S '' explains the conjugation of the correct rotations of a cube, which can be characterized by permutations of body diagonals.","S '' explains the conjugation of the correct rotations of a cube, which can be characterized by permutations of body diagonals.","The  S '' has all the conjugation terms describing the correct rotations of the cube, which can be defined by the permutations of body diagonals.","The  SN1 can crier d'''S ; t h r n e o f, w u re s i q é a m er R è. The correct rotations of the cube can also hear c urrent permutations of body diagonals.","The  SN1 verbiage exemplifies correct rotations 0° ° C. ''The correct cube rotational cubs, characterized by the perfect body diagonals' permutations, are known as correct spins."
"For example , in amphibians Cerberus is expressed in the anterior dorsal endoderm and in mice it is expressed in the anterior visceral endoderm .","Cerberus is found in the anterior dorsal endoderm of amphibians, whereas in mice it is present in the anterior visceral endoderm.","In amphibians, Cerberus is found in the anterior dorsal endoderm, whereas in mice, it is present in both the front and back end.","In the amber- and gray-endowment genitalia, Cerberus is found in the front dorsal endoderm and the anterior visceral invertebrates.","In the amber and dorsal endoderms of amphibians and mice, Cerberus is expressed in the anterior visceral and the latter in mice.","Animal avian Cerberus is found in the entire front endoderm (the dorsal endome) of amphibians, whereas mouse Cerceroplasts are found only in their adult tissues ( the anterior visceral Endoderme).","Animal avian Cerberus is found erect in the front endoderm (front endosace) in all amphibians, whereas mouse Cercerin is present erected in mice OE endokrhinogi, the ENT endopharynge (OE or preprehender endostomy) ER 20","Animal avian Cerberus is found overwhelmingly in the hernia cuneiforma (factory endoderm) alone, e.g., in adults."
"He did clinical training at the Middlesex Hospital in London , and qualified as a medical doctor in 1943 .",He received medical training at the Middlesex Hospital in London and qualified as a medical doctor in 1943.,"After receiving medical training at the Middlesex Hospital in London, he became a medical doctor in 1943 after completing clinical training.","After receiving medical training at the Middlesex Hospital in London, he became a medical doctor in 1943 after completing clinical training.","At the Middlesex Hospital in London, he received clinical training and eventually became a medical doctor in 1943.",He completed clinical training at the Middlesex Hospital in London after graduating from it in 1943 - he went on to become a doctor in the medical field.,"He completed clinical training immediately after attending the Middlesex Hospital in London, and was able to complete his medical training as a doctor in 1943.",The man completed clinical training at the London clinic at Middlesex Hospital he worked in and qualified as a medical doctor in 1943.
Sunny cut the track in November 1973 with Roger Greenaway producing while Chris Gunning provided the arrangement and conducted .,"Sunny, with Roger Greenaway as producer, produced and conducted the track, while Chris Gunning and Sunny provided the arrangement and lead, while Sunny cut the track in November 1973.","In November 1973, Sunny and Roger Greenaway produced and produced the track, with Sunny providing the cutting and Chris Gunning providing arrangements and conducting.","In November 1973, Sunny and Roger Greenaway produced and produced the track, with Sunny providing the cutting and Chris Gunning providing arrangements and conducting.","In November 1973, Sunny and Roger Greenaway produced and produced the track, with Sunny providing the cutting and Chris Gunning providing arrangements and conducting.","Sunny performed the song on November 1973 with Roger Greenaway producing and Chris Gunning providing the arrangements and conducting, with Sunny providing lead vocals and arranged by Roger G. Greena.",Sunny performed - Sunny cut the track in November 1973 with Roger Greenaway producing and Chris Gunning provided the arrangement and conducted. Chris made it onto the airwaves while Sunny produced and produced on the song in full rotation in Sunny's style.,"Brian Bigeson produced the music, Sunny cut the track, Roger Greenaway produced it, and Chris Gunning provided the arrangement and conductor, while Sunny provided vocals and produced them on the cover with the help of Roger Williams and John Philpot. Sunny recorded and released the song in November 1973."
Damon Knight ( quoted by James Blish ) said about the interpretation of Knight 's story :,"James Blish quoted Damon Knight as saying, ""I am curious to know what Damon Knight's story is all about.","James Blish quoted Damon Knight as saying, ""I'm not sure I could understand the meaning of Knight's story.","According to James Blish, Damon Knight provided an explanation for the meaning of his story.","According to James Blish, Damon Knight's statement on the interpretation of Knight’s story was:","James Blish dubbed it ""the most enigmatic and illuminating version"" of Damon Knight's story, stating that ""it is all about Damnation Knight and his vision for the world in which Knight is living"".","Damon Knight posed this comment above to James Blish based on her elucidation of his story: ""What could possibly go wrong if you were Knight himself?","Damon Knight responded directly to James Blish's question titled ""What is everybody going to say about DamON KNOX'S STORY?"""
"The film is about Rafael , a new singer in Malayalam film industry .","Rafael, a new singer in the Malayalam film industry, is the protagonist of the film.","Rafael, a new Malayalam film industry newcomer, is the subject of the film which portrays.","In the Malayalam film industry, Rafael is a new and promising singer, and the story behind the film portrays him in the plot.","In the Malayalam film industry, Rafael is a new and relatively unknown vocalist, and the story of the film takes place.",Rap superstar Rafael is a new singer in malayalam cinema.,Rap superstar Rafael is a new singer in malayalam cinema.,Rap superstar Rafael is a new singer in malayalam cinema.
It was the third season broadcast more than two years after the family edition and more than three years after the first celebrity edition .,"The third season was broadcasted over two years later than the family edition and over three years later than the first celebrity edition, following the broadcast of the family edition and the first celebrity edition.","More than two years after the family edition and over three years following the first celebrity edition, the third season was broadcasted.","More than two years after the family edition and over three years following the first celebrity edition, the third season was broadcasted.","More than two years after the family edition and over three years following the first celebrity edition, the third season was broadcasted.","The show wrapped up production during season three, broadcasted a decade after the family edition and three years after its celebrity edition, for NBC's final season.","Celebrity edition airing over HK$13 million in the first season, based on ratings, with the third season airs more than two years later than the family edition and over three years after the celebrity edition.","Celebrity, over 3 years old, had broadcasted the first season, followed by the family edition exactly two years later, and the third season airing over two full years after that."
"He died on 19 September 1891 in Gallatin , Tennessee , and received a Masonic in Gallatin .","He breathed his last on 19 September 1891 in Gallatin, Tennessee, and was granted a Masonic certificate in Gallatin.","In the state of Tennessee, he passed away on September 19, 1891, in Gallatin, and was granted a Masonic membership in that state.","In the state of Tennessee, he passed away on September 19, 1891, in Gallatin, and was granted a Masonic membership in that state.","In the state of Tennessee, he passed away on September 19, 1891, in Gallatin, and was granted a Masonic membership in that state.","He 96th Street dies on 19 September 1891 in Gallatin, Tennessee. In Galatter he was enfeoffed with Masonic c.","Gallatin (2007) passed away on 19 September 1891 in Tennessee, where he was ordained a Masonic member.","Gallatin (2007) passed away on 19 September 1891 in Tennessee, where he was ordained a Masonic member."
The wrestler then jumps around and swings forward to fall back and let the opponent 's head drop into the mat .,"The wrestler then moves forward and jumps around, letting the head of the opponent fall back to the mat.","After a quick swoop of the wrestler's body, the grappling partner swings forward to fall back and let the head of their opponent drop to the mat.","After a quick swoop of the wrestler's body, the grappling partner swings forward to fall back and let the head of their opponent drop to the mat.","After a quick swoop of the wrestler's body, the grappling member springs forward to fall back and the head of his opponent slides down onto the mat.","Jumping right up, the wrestler then swings his body forward to fall back and let the opponent's head drop onto the mat.","Jumping right up, the wrestler then swings his body forward to fall back and let the opponent's head drop onto the mat.","Jumping right up, the wrestler then swings his body forward to fall back and let the opponent's head drop onto the mat."
She moved with her parents from Finland to Estonia at the age of 3 years and is currently living in Helsinki .,She and her parents relocated from Finland to Estonia with her parents at the age of 3 and are now residing in Helsinki.,"At the age of 3, she relocated with her parents from Finland to Estonia and is now residing in Helsinki with their family.","At the age of 3, she relocated with her parents from Finland to Estonia and is now residing in Helsinki with their family.","At the age of 3, she relocated with her parents from Finland to Estonia and is now residing in Helsinki with their family.","Moved all the way back home with her parents from Finland to Estonia at age 3 years old, she is now living in Helsinki with friends and family.",Movennt home from Finland with her parents in the summer of 2013 - she is now living in Helsinki with friends and living with them in Estonia at the age of 3.,Movennt home! She moved with her parents from Finland with their parents in 2003 to Estonia at the age of 3 years old and is now living in Helsinki with them.
"The town is situated at the western end of the `` Horta de València '' , on the right bank of the river Turia .","The town is located at the western end of the  Horta de València '', on the right bank of the river Turia.","Located on the right bank of the river Turia, the town is positioned at the western end of a narrow passage on  Horta de València ''.","Located on the right bank of the river Turia, the town is positioned at the western end of a narrow passage on  Horta de València ''.","Located on the right bank of the river Turia, at the western end of  Horta de València '', the town is situated.",The city is positioned on top of the right bank of river Turia at the western end of  Horta de València ''.,"Adorable! : The town is on the right bank of the river Turia, at the western end of "" Horta de València ''.","Adorable!!, the town is located at the right bank of the river Turia, on the western end of a natural beauty called the  Horta de València ''."
"Many of the demons in Solomon 's encounters are of Greek , Christian , Jewish , Egyptian , Arabic , and other traditions .","Solomon's encounters with demons often involve influences from various traditions, including Greek, Christian, Jewish, Egyptian, Arabic, and more.","Solomon's encounters with demons often involve influences from various traditions, including Greek, Christian, Jewish, Egyptian, Arabic, and more.","Solomon's encounters with demons often involve influences from various traditions, including Greek, Christian, Jewish, Egyptian, Arabic, and more.","Solomon's encounters with demons often involve influences from various traditions, including Greek, Christian, Jewish, Egyptian, Arabic, and more.","Numerous religions played starring Solomon Solomon, he is greeted by gods and goddesses in his encounters, but Solomon is also met by demons from Greek, Christian, Jewish, Egyptian, Arabic and other traditions.","Numerous religion/churches have played a large instrumental (media-scale) role in Solomon's battles, Solomon summoning demons from Greek / Christian, Jewish. Egyptian & Arabic and other traditions.","Numerous religion/churches exist in the world, yet Solomon is met with demons hailing from Greek, Christian, Jewish, Egyptian, Arabic, and other traditions."
The administrative region of Chenzhou in the Tang dynasty is under the administration of modern Zhoukou in eastern Henan :,"Chenzhou, a region in the eastern Henan that was administered as a Tang dynasty region, is administered by modern Zhoukou in eastern Henan.","In the Tang dynasty, the administrative region of Chenzhou was administered by modern Zhoukou in eastern Henan, while modern Chengzhou is administered in western Hebei, a region that was ruled by the Zhu family during the 13th century.","In the Tang dynasty, the administrative region of Chenzhou was administered by modern Zhoukou in eastern Henan, while modern Chengzhou is administered in western Hebei, a region that was ruled by the Zhu family during the 13th century.","In the Tang dynasty, the administrative region of Chenzhou was administered by modern Zhoukou in eastern Henan, while modern Chengzhou is administered in western Hebei, a region that was ruled by the Zhu family during the 13th century.","Chenzhou city found in modern Zhoukou province in eastern Henan, northwest of Shenzhen, is under the administrative control of modern government in Tang dynasty.",Chen (0)ing dynasty ruled Chenzhou region in Henan province east of the city of Chengdu in China.,Chen (0)ing dynasty ruled Zhoukou in Song wijn huihui in Chenzhou province in Henan province province west of Changqing city in southwestern China.
